,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Category,Sub-Category,Product Name,Sales
6027,23/02/2018,02/03/2018,Standard Class,AC-10615,Ann Chong,Corporate,United States,Seattle,Washington,West,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,71.96
6028,19/11/2017,21/11/2017,First Class,LT-17110,Liz Thompson,Consumer,United States,Jacksonville,North Carolina,South,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,18.48
6029,14/11/2017,15/11/2017,First Class,TB-21250,Tim Brockman,Consumer,United States,Los Angeles,California,West,Office Supplies,Art,Newell 35,9.84
6030,06/07/2018,06/07/2018,Same Day,AH-10585,Angele Hood,Consumer,United States,Miami,Florida,South,Furniture,Chairs,Global Comet Stacking Armless Chair,239.24
6031,25/12/2017,01/01/2018,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Nashua,New Hampshire,East,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",21.12
6032,23/04/2018,25/04/2018,First Class,TD-20995,Tamara Dahlen,Consumer,United States,New York City,New York,East,Office Supplies,Supplies,Fiskars Softgrip Scissors,54.9
6033,14/12/2016,18/12/2016,Standard Class,PP-18955,Paul Prost,Home Office,United States,Los Angeles,California,West,Furniture,Furnishings,"Master Caster Door Stop, Gray",15.24
6034,19/04/2016,25/04/2016,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,Carrollton,Texas,Central,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",19.568
6035,19/04/2016,25/04/2016,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,Carrollton,Texas,Central,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,310.392
6036,04/09/2017,08/09/2017,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Georgetown,Kentucky,South,Furniture,Furnishings,Coloredge Poster Frame,42.6
6037,04/09/2017,08/09/2017,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Georgetown,Kentucky,South,Office Supplies,Binders,Poly Designer Cover & Back,113.94
6038,04/09/2017,08/09/2017,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Georgetown,Kentucky,South,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,129.92
6039,04/09/2017,08/09/2017,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Georgetown,Kentucky,South,Office Supplies,Art,Nontoxic Chalk,5.28
6040,24/09/2018,29/09/2018,Standard Class,FA-14230,Frank Atkinson,Corporate,United States,Los Angeles,California,West,Technology,Phones,Wilson Electronics DB Pro Signal Booster,859.2
6041,24/09/2018,29/09/2018,Standard Class,FA-14230,Frank Atkinson,Corporate,United States,Los Angeles,California,West,Technology,Machines,Socket Bluetooth Cordless Hand Scanner (CHS),506.28
6042,04/02/2017,08/02/2017,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Sierra Vista,Arizona,West,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,14.368
6043,19/05/2018,24/05/2018,Second Class,AH-10075,Adam Hart,Corporate,United States,Knoxville,Tennessee,South,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,314.352
6044,19/05/2018,24/05/2018,Second Class,AH-10075,Adam Hart,Corporate,United States,Knoxville,Tennessee,South,Office Supplies,Paper,Xerox 1949,27.888
6045,03/09/2016,08/09/2016,Standard Class,CP-12085,Cathy Prescott,Corporate,United States,Tucson,Arizona,West,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",238.152
6046,09/06/2017,16/06/2017,Standard Class,BF-11215,Benjamin Farhat,Home Office,United States,Minneapolis,Minnesota,Central,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",692.94
6047,07/11/2016,11/11/2016,Standard Class,CP-12340,Christine Phan,Corporate,United States,Miami,Florida,South,Office Supplies,Binders,Avery Hanging File Binders,16.146
6048,07/11/2016,11/11/2016,Standard Class,CP-12340,Christine Phan,Corporate,United States,Miami,Florida,South,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1345.485
6049,15/06/2017,18/06/2017,First Class,LS-17245,Lynn Smith,Consumer,United States,Houston,Texas,Central,Office Supplies,Paper,Xerox 19,173.488
6050,25/04/2016,30/04/2016,Standard Class,TS-21655,Trudy Schmidt,Consumer,United States,Milwaukee,Wisconsin,Central,Office Supplies,Art,Newell 324,57.75
6051,25/04/2016,30/04/2016,Standard Class,TS-21655,Trudy Schmidt,Consumer,United States,Milwaukee,Wisconsin,Central,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,272.4
6052,23/09/2017,26/09/2017,Second Class,JS-15940,Joni Sundaresam,Home Office,United States,Lancaster,Ohio,East,Office Supplies,Paper,Xerox 1970,11.952
6053,23/09/2017,26/09/2017,Second Class,JS-15940,Joni Sundaresam,Home Office,United States,Lancaster,Ohio,East,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",28.0
6054,23/09/2017,26/09/2017,Second Class,JS-15940,Joni Sundaresam,Home Office,United States,Lancaster,Ohio,East,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,12.201
6055,18/08/2017,20/08/2017,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Edinburg,Texas,Central,Office Supplies,Binders,GBC Wire Binding Combs,2.068
6056,18/08/2017,20/08/2017,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Edinburg,Texas,Central,Office Supplies,Paper,Advantus Motivational Note Cards,83.84
6057,02/03/2015,08/03/2015,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,New York City,New York,East,Office Supplies,Envelopes,Staple envelope,11.36
6058,02/03/2015,08/03/2015,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,New York City,New York,East,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",36.4
6059,30/12/2015,03/01/2016,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",27.968
6060,10/04/2016,16/04/2016,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Rochester,New York,East,Office Supplies,Storage,Steel Personal Filing/Posting Tote,142.04
6061,10/04/2016,16/04/2016,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Rochester,New York,East,Office Supplies,Art,Faber Castell Col-Erase Pencils,14.67
6062,25/12/2016,30/12/2016,Second Class,RA-19285,Ralph Arnett,Consumer,United States,San Diego,California,West,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,1199.96
6063,25/12/2016,30/12/2016,Second Class,RA-19285,Ralph Arnett,Consumer,United States,San Diego,California,West,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",12.6
6064,25/12/2016,30/12/2016,Second Class,RA-19285,Ralph Arnett,Consumer,United States,San Diego,California,West,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),17.94
6065,05/04/2016,07/04/2016,First Class,TT-21070,Ted Trevino,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Labels,Avery 499,23.904
6066,17/01/2016,23/01/2016,Standard Class,AH-10465,Amy Hunt,Consumer,United States,Bartlett,Tennessee,South,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",88.96
6067,20/05/2018,24/05/2018,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Lakewood,California,West,Furniture,Chairs,"Global Geo Office Task Chair, Gray",518.272
6068,20/05/2018,24/05/2018,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Lakewood,California,West,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,6.98
6069,20/05/2018,24/05/2018,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Lakewood,California,West,Technology,Machines,Okidata B400 Printer,343.2
6070,13/08/2018,20/08/2018,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Labels,Avery 486,17.544
6071,31/12/2016,04/01/2017,Standard Class,BG-11035,Barry Gonzalez,Consumer,United States,Austin,Texas,Central,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,152.688
6072,31/12/2016,04/01/2017,Standard Class,BG-11035,Barry Gonzalez,Consumer,United States,Austin,Texas,Central,Office Supplies,Fasteners,Stockwell Push Pins,3.488
6073,31/12/2016,04/01/2017,Standard Class,BG-11035,Barry Gonzalez,Consumer,United States,Austin,Texas,Central,Office Supplies,Supplies,Staple remover,5.888
6074,25/12/2018,29/12/2018,Standard Class,FH-14365,Fred Hopkins,Corporate,United States,Los Angeles,California,West,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,153.552
6075,25/12/2018,29/12/2018,Standard Class,FH-14365,Fred Hopkins,Corporate,United States,Los Angeles,California,West,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",270.62
6076,01/09/2017,07/09/2017,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York,East,Technology,Accessories,Enermax Aurora Lite Keyboard,468.9
6077,01/09/2017,07/09/2017,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York,East,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,72.48
6078,01/09/2017,07/09/2017,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York,East,Office Supplies,Supplies,Acme Value Line Scissors,10.95
6079,01/09/2017,07/09/2017,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York,East,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",191.82
6080,05/08/2018,08/08/2018,First Class,NZ-18565,Nick Zandusky,Home Office,United States,Houston,Texas,Central,Office Supplies,Storage,"Tennsco Lockers, Sand",151.056
6081,18/02/2015,18/02/2015,Same Day,TB-21595,Troy Blackwell,Consumer,United States,Lubbock,Texas,Central,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",25.16
6082,22/11/2017,27/11/2017,Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,Wilson Jones Impact Binders,6.216
6083,22/11/2017,27/11/2017,Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,Houston,Texas,Central,Office Supplies,Art,Newell 348,23.616
6084,22/11/2017,27/11/2017,Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,Houston,Texas,Central,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,24.032
6085,22/11/2017,27/11/2017,Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,Houston,Texas,Central,Office Supplies,Labels,Avery 494,2.088
6086,22/11/2017,27/11/2017,Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,4.488
6087,14/12/2016,18/12/2016,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Costa Mesa,California,West,Furniture,Furnishings,Staple-based wall hangings,29.22
6088,13/06/2016,17/06/2016,Standard Class,BF-10975,Barbara Fisher,Corporate,United States,Roswell,Georgia,South,Office Supplies,Paper,Xerox 202,6.48
6089,28/12/2018,31/12/2018,Second Class,PC-18745,Pamela Coakley,Corporate,United States,Loveland,Colorado,West,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,1.188
6090,20/09/2018,26/09/2018,Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,East,Furniture,Chairs,Hon Valutask Swivel Chairs,272.646
6091,20/09/2018,26/09/2018,Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,East,Technology,Accessories,"Logitech Wireless Boombox Speaker - portable - wireless, wired",212.8
6092,20/09/2018,26/09/2018,Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,East,Office Supplies,Paper,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",38.52
6093,20/09/2018,26/09/2018,Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,East,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,72.64
6094,20/09/2018,26/09/2018,Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,East,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",45.4
6095,20/09/2018,26/09/2018,Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,East,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",13.76
6096,20/09/2018,26/09/2018,Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,East,Furniture,Chairs,"Global Leather Task Chair, Black",80.991
6097,20/09/2018,26/09/2018,Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,East,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",11.784
6098,20/09/2018,26/09/2018,Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,East,Office Supplies,Fasteners,Advantus Push Pins,4.36
6099,20/09/2018,26/09/2018,Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,East,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,2888.127
6100,20/09/2018,26/09/2018,Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,East,Technology,Phones,Apple iPhone 5,1299.66
6101,20/09/2018,26/09/2018,Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,East,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,2254.41
6102,20/09/2018,26/09/2018,Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,East,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,104.85
6103,20/09/2018,26/09/2018,Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,East,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,59.97
6104,22/08/2018,24/08/2018,First Class,Dp-13240,Dean percer,Home Office,United States,Philadelphia,Pennsylvania,East,Furniture,Tables,Bevis Boat-Shaped Conference Table,314.532
6105,18/06/2016,22/06/2016,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Miami,Florida,South,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",13.632
6106,20/12/2015,25/12/2015,Standard Class,WB-21850,William Brown,Consumer,United States,Grand Prairie,Texas,Central,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,19.432
6107,20/12/2015,25/12/2015,Standard Class,WB-21850,William Brown,Consumer,United States,Grand Prairie,Texas,Central,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,65.44
6108,11/09/2017,16/09/2017,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,6.0
6109,11/09/2017,16/09/2017,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,1.908
6110,12/11/2017,16/11/2017,Standard Class,SP-20920,Susan Pistek,Consumer,United States,Parma,Ohio,East,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",1474.802
6111,12/11/2017,16/11/2017,Standard Class,SP-20920,Susan Pistek,Consumer,United States,Parma,Ohio,East,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",110.096
6112,12/11/2017,16/11/2017,Standard Class,SP-20920,Susan Pistek,Consumer,United States,Parma,Ohio,East,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,16.752
6113,12/11/2017,16/11/2017,Standard Class,SP-20920,Susan Pistek,Consumer,United States,Parma,Ohio,East,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1537.074
6114,12/11/2017,16/11/2017,Standard Class,SP-20920,Susan Pistek,Consumer,United States,Parma,Ohio,East,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,449.372
6115,14/03/2017,20/03/2017,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,Redwood City,California,West,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,41.904
6116,13/11/2017,19/11/2017,Standard Class,CM-12655,Corinna Mitchell,Home Office,United States,New York City,New York,East,Technology,Phones,Xiaomi Mi3,2279.96
6117,13/11/2017,19/11/2017,Standard Class,CM-12655,Corinna Mitchell,Home Office,United States,New York City,New York,East,Office Supplies,Labels,Avery 499,14.94
6118,19/09/2018,25/09/2018,Standard Class,JR-16210,Justin Ritter,Corporate,United States,Springfield,Oregon,West,Technology,Phones,Mophie Juice Pack Helium for iPhone,191.976
6119,19/09/2018,25/09/2018,Standard Class,JR-16210,Justin Ritter,Corporate,United States,Springfield,Oregon,West,Office Supplies,Art,Peel-Off China Markers,23.832
6120,19/09/2018,25/09/2018,Standard Class,JR-16210,Justin Ritter,Corporate,United States,Springfield,Oregon,West,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",409.216
6121,19/09/2018,25/09/2018,Standard Class,JR-16210,Justin Ritter,Corporate,United States,Springfield,Oregon,West,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,72.588
6122,04/12/2018,09/12/2018,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Storage,Advantus Rolling Drawer Organizers,61.568
6123,31/08/2016,05/09/2016,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Bedford,Texas,Central,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",20.96
6124,03/06/2018,07/06/2018,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Los Angeles,California,West,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,44.75
6125,03/06/2018,07/06/2018,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Los Angeles,California,West,Office Supplies,Paper,Xerox 1947,11.96
6126,03/06/2018,07/06/2018,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Los Angeles,California,West,Office Supplies,Binders,UniKeep View Case Binders,3.912
6127,31/03/2017,06/04/2017,Standard Class,EH-13990,Erica Hackney,Consumer,United States,New York City,New York,East,Furniture,Chairs,"Global Value Steno Chair, Gray",327.996
6128,25/10/2015,28/10/2015,First Class,AH-10030,Aaron Hawkins,Corporate,United States,San Francisco,California,West,Office Supplies,Binders,GBC VeloBind Cover Sets,49.408
6129,26/03/2018,02/04/2018,Standard Class,EM-14200,Evan Minnotte,Home Office,United States,Virginia Beach,Virginia,South,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,53.25
6130,26/03/2018,02/04/2018,Standard Class,EM-14200,Evan Minnotte,Home Office,United States,Virginia Beach,Virginia,South,Office Supplies,Fasteners,Staples,3.76
6131,27/12/2015,31/12/2015,Standard Class,TB-21190,Thomas Brumley,Home Office,United States,New York City,New York,East,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",767.214
6132,15/09/2018,20/09/2018,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Lebanon,Tennessee,South,Office Supplies,Paper,Xerox 1893,163.96
6133,16/08/2017,19/08/2017,First Class,AO-10810,Anthony O'Donnell,Corporate,United States,Los Angeles,California,West,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",161.28
6134,04/11/2017,04/11/2017,Same Day,TT-21220,Thomas Thornton,Consumer,United States,Chula Vista,California,West,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,192.8
6135,18/10/2016,22/10/2016,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Mcallen,Texas,Central,Technology,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",27.696
6136,18/10/2016,22/10/2016,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Mcallen,Texas,Central,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,73.164
6137,31/10/2017,04/11/2017,Second Class,FO-14305,Frank Olsen,Consumer,United States,Hollywood,Florida,South,Office Supplies,Paper,Xerox 1898,32.064
6138,30/03/2015,04/04/2015,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,San Francisco,California,West,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,205.666
6139,18/04/2016,20/04/2016,First Class,NC-18415,Nathan Cano,Consumer,United States,Santa Maria,California,West,Office Supplies,Storage,Advantus Rolling Drawer Organizers,115.44
6140,09/07/2018,15/07/2018,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Manchester,Connecticut,East,Office Supplies,Paper,Xerox 1914,274.8
6141,09/07/2018,15/07/2018,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Manchester,Connecticut,East,Office Supplies,Storage,Tennsco Industrial Shelving,195.64
6142,09/07/2018,15/07/2018,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Manchester,Connecticut,East,Technology,Phones,Digium D40 VoIP phone,257.98
6143,09/07/2018,15/07/2018,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Manchester,Connecticut,East,Office Supplies,Art,Prismacolor Color Pencil Set,119.04
6144,27/06/2018,01/07/2018,Standard Class,GT-14710,Greg Tran,Consumer,United States,Omaha,Nebraska,Central,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",20.07
6145,22/12/2015,26/12/2015,Standard Class,KM-16660,Khloe Miller,Consumer,United States,San Jose,California,West,Office Supplies,Art,Newell 332,11.76
6146,21/11/2018,25/11/2018,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,San Francisco,California,West,Office Supplies,Art,Newell 332,11.76
6147,21/11/2018,25/11/2018,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,San Francisco,California,West,Office Supplies,Binders,Canvas Sectional Post Binders,40.736
6148,27/06/2017,29/06/2017,Second Class,AC-10660,Anna Chung,Consumer,United States,San Francisco,California,West,Technology,Phones,Ooma Telo VoIP Home Phone System,201.584
6149,28/12/2018,31/12/2018,First Class,JG-15310,Jason Gross,Corporate,United States,Long Beach,California,West,Furniture,Chairs,Novimex Turbo Task Chair,340.704
6150,08/04/2017,11/04/2017,First Class,RM-19375,Raymond Messe,Consumer,United States,Columbus,Georgia,South,Furniture,Bookcases,"Hon Metal Bookcases, Black",354.9
6151,18/03/2015,21/03/2015,Second Class,EK-13795,Eileen Kiefer,Home Office,United States,San Francisco,California,West,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",1198.33
6152,03/07/2018,08/07/2018,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Los Angeles,California,West,Office Supplies,Storage,Rogers Deluxe File Chest,87.92
6153,20/04/2018,23/04/2018,First Class,CV-12805,Cynthia Voltz,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"Computer Room Manger, 14""",51.968
6154,20/04/2018,23/04/2018,First Class,CV-12805,Cynthia Voltz,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",51.336
6155,20/04/2018,23/04/2018,First Class,CV-12805,Cynthia Voltz,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,332.704
6156,20/04/2018,23/04/2018,First Class,CV-12805,Cynthia Voltz,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",42.408
6157,03/08/2017,05/08/2017,Second Class,AG-10330,Alex Grayson,Consumer,United States,Tulsa,Oklahoma,Central,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",81.54
6158,03/08/2017,05/08/2017,Second Class,AG-10330,Alex Grayson,Consumer,United States,Tulsa,Oklahoma,Central,Technology,Accessories,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,167.28
6159,03/12/2017,09/12/2017,Standard Class,GM-14440,Gary McGarr,Consumer,United States,Los Angeles,California,West,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,772.68
6160,19/03/2015,21/03/2015,First Class,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,South,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,323.976
6161,19/03/2015,21/03/2015,First Class,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,South,Office Supplies,Labels,Avery 501,11.808
6162,19/03/2015,21/03/2015,First Class,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,South,Office Supplies,Storage,Crate-A-Files,26.16
6163,19/03/2015,21/03/2015,First Class,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,South,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",33.57
6164,19/03/2015,21/03/2015,First Class,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,South,Furniture,Furnishings,Eldon Wave Desk Accessories,4.992
6165,19/03/2015,21/03/2015,First Class,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,South,Furniture,Furnishings,Document Clip Frames,20.016
6166,19/03/2015,21/03/2015,First Class,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,South,Technology,Accessories,"Logitech Wireless Boombox Speaker - portable - wireless, wired",170.24
6167,20/04/2016,25/04/2016,Standard Class,ES-14020,Erica Smith,Consumer,United States,Houston,Texas,Central,Office Supplies,Paper,Xerox 1916,117.456
6168,19/09/2016,22/09/2016,Second Class,RW-19540,Rick Wilson,Corporate,United States,Los Angeles,California,West,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,22.96
6169,27/08/2015,30/08/2015,Second Class,MM-17920,Michael Moore,Consumer,United States,Springfield,Virginia,South,Office Supplies,Paper,Xerox 1898,13.36
6170,19/12/2017,24/12/2017,Second Class,MH-17440,Mark Haberlin,Corporate,United States,New York City,New York,East,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",34.248
6171,19/12/2017,24/12/2017,Second Class,MH-17440,Mark Haberlin,Corporate,United States,New York City,New York,East,Office Supplies,Art,Newell 326,3.52
6172,02/08/2015,08/08/2015,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Springfield,Missouri,Central,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,26.7
6173,02/08/2015,08/08/2015,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Springfield,Missouri,Central,Technology,Accessories,Memorex Micro Travel Drive 4 GB,21.2
6174,02/08/2015,08/08/2015,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Springfield,Missouri,Central,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,838.38
6175,21/09/2016,26/09/2016,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,South,Furniture,Chairs,Global Comet Stacking Arm Chair,1690.04
6176,21/09/2016,26/09/2016,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,South,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,85.96
6177,21/09/2016,26/09/2016,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,South,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",121.96
