Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Sales,Product Brand,Product Name,Shipping Time
4758,"US-2018-144582",2018-04-30 00:00:00.000,2018-05-05 00:00:00.000,"Standard Class","TC-21475","Tony Chapman","Home Office","United States","Danville","Illinois","61832","Central","OFF-BI-10001575","Office Supplies","Binders",43.372,"Gbc","Gbc Linen Binding Covers",5
4797,"US-2017-148901",2017-05-14 00:00:00.000,2017-05-19 00:00:00.000,"Standard Class","MK-17905","Michael Kennedy","Corporate","United States","Jacksonville","Florida","32216","South","OFF-BI-10001718","Office Supplies","Binders",57.582,"Gbc","Gbc Docubind P50 Personal Binding Machine",5
4861,"CA-2017-101546",2017-12-18 00:00:00.000,2017-12-24 00:00:00.000,"Standard Class","GK-14620","Grace Kelly","Corporate","United States","Morristown","New Jersey","7960","East","OFF-BI-10001359","Office Supplies","Binders",1793.98,"Gbc","Gbc Docubind Tl300 Electric Binding System",6
4867,"CA-2018-122490",2018-11-13 00:00:00.000,2018-11-18 00:00:00.000,"Standard Class","TT-21070","Ted Trevino","Consumer","United States","Seattle","Washington","98103","West","OFF-BI-10001718","Office Supplies","Binders",563.024,"Gbc","Gbc Docubind P50 Personal Binding Machine",5
4900,"CA-2017-130484",2017-08-22 00:00:00.000,2017-08-27 00:00:00.000,"Standard Class","SG-20470","Sheri Gordon","Consumer","United States","Gresham","Oregon","97030","West","OFF-BI-10000088","Office Supplies","Binders",26.352,"Gbc","Gbc Imprintable Covers",5
4958,"CA-2016-127607",2016-03-20 00:00:00.000,2016-03-26 00:00:00.000,"Standard Class","JK-15730","Joe Kamberova","Consumer","United States","Carrollton","Texas","75007","Central","OFF-BI-10001308","Office Supplies","Binders",2.512,"Gbc","Gbc Standard Plastic Binding Systems' Combs",6
5009,"CA-2016-102876",2016-09-07 00:00:00.000,2016-09-14 00:00:00.000,"Standard Class","LR-17035","Lisa Ryan","Corporate","United States","Philadelphia","Pennsylvania","19134","East","OFF-BI-10004781","Office Supplies","Binders",9.522,"Gbc","Gbc Wire Binding Strips",7
5025,"US-2018-130953",2018-07-29 00:00:00.000,2018-08-03 00:00:00.000,"Standard Class","RF-19735","Roland Fjeld","Consumer","United States","Oklahoma City","Oklahoma","73120","Central","OFF-BI-10004828","Office Supplies","Binders",33.48,"Gbc","Gbc Poly Designer Binding Covers",5
5120,"CA-2016-127173",2016-09-26 00:00:00.000,2016-10-03 00:00:00.000,"Standard Class","GM-14500","Gene McClure","Consumer","United States","Oceanside","New York","11572","East","OFF-BI-10000088","Office Supplies","Binders",79.056,"Gbc","Gbc Imprintable Covers",7
5241,"CA-2017-116561",2017-09-11 00:00:00.000,2017-09-17 00:00:00.000,"Standard Class","EB-14110","Eugene Barchas","Consumer","United States","San Jose","California","95123","West","OFF-BI-10001658","Office Supplies","Binders",39.872,"Gbc","Gbc Standard Therm-A-Bind Covers",6
5349,"CA-2016-149811",2016-01-04 00:00:00.000,2016-01-10 00:00:00.000,"Standard Class","CS-12250","Chris Selesnick","Corporate","United States","Woodbury","Minnesota","55125","Central","OFF-BI-10003676","Office Supplies","Binders",32.34,"Gbc","Gbc Standard Recycled Report Covers",6
5451,"US-2015-119081",2015-09-12 00:00:00.000,2015-09-19 00:00:00.000,"Standard Class","TA-21385","Tom Ashbrook","Home Office","United States","Olathe","Kansas","66062","Central","OFF-BI-10004519","Office Supplies","Binders",331.96,"Gbc","Gbc Docubind P100 Manual Binding Machine",7
5739,"CA-2017-156139",2017-12-31 00:00:00.000,2018-01-06 00:00:00.000,"Standard Class","BP-11155","Becky Pak","Consumer","United States","San Francisco","California","94109","West","OFF-BI-10004233","Office Supplies","Binders",38.376,"Gbc","Gbc Pre-Punched Binding Paper, Plastic",6
5787,"CA-2018-141117",2018-10-02 00:00:00.000,2018-10-08 00:00:00.000,"Standard Class","JK-16090","Juliana Krohn","Consumer","United States","Springfield","Oregon","97477","West","OFF-BI-10003676","Office Supplies","Binders",22.638,"Gbc","Gbc Standard Recycled Report Covers",6
5877,"CA-2015-152443",2015-05-21 00:00:00.000,2015-05-26 00:00:00.000,"Standard Class","FG-14260","Frank Gastineau","Home Office","United States","Lawrence","Massachusetts","1841","East","OFF-BI-10001071","Office Supplies","Binders",447.86,"Gbc","Gbc Proclick Punch Binding System",5
5908,"US-2017-113985",2017-12-02 00:00:00.000,2017-12-07 00:00:00.000,"Standard Class","KD-16495","Keith Dawkins","Corporate","United States","San Jose","California","95123","West","OFF-BI-10002353","Office Supplies","Binders",24.704,"Gbc","Gbc Velobind Cover Sets",5
5991,"US-2018-163300",2018-09-15 00:00:00.000,2018-09-21 00:00:00.000,"Standard Class","ES-14020","Erica Smith","Consumer","United States","Los Angeles","California","90049","West","OFF-BI-10004390","Office Supplies","Binders",2357.488,"Gbc","Gbc Docubind 200 Manual Binding Machine",6
6348,"CA-2016-104486",2016-05-01 00:00:00.000,2016-05-06 00:00:00.000,"Standard Class","PO-18850","Patrick O'Brill","Consumer","United States","San Francisco","California","94109","West","OFF-BI-10000309","Office Supplies","Binders",12.176,"Gbc","Gbc Twin Loop Wire Binding Elements",5
6369,"US-2018-147998",2018-05-19 00:00:00.000,2018-05-24 00:00:00.000,"Standard Class","SA-20830","Sue Ann Reed","Consumer","United States","San Jose","California","95123","West","OFF-BI-10002082","Office Supplies","Binders",133.12,"Gbc","Gbc Twin Loop Wire Binding Elements",5
6413,"CA-2018-151211",2018-08-17 00:00:00.000,2018-08-23 00:00:00.000,"Standard Class","AH-10120","Adrian Hane","Home Office","United States","Louisville","Kentucky","40214","South","OFF-BI-10002735","Office Supplies","Binders",102.93,"Gbc","Gbc Prestige Therm-A-Bind Covers",6
6488,"CA-2016-120621",2016-03-21 00:00:00.000,2016-03-26 00:00:00.000,"Standard Class","JW-16075","Julia West","Consumer","United States","Jacksonville","North Carolina","28540","South","OFF-BI-10000948","Office Supplies","Binders",12.843,"Gbc","Gbc Laser Imprintable Binding System Covers",5
6510,"CA-2018-102197",2018-12-20 00:00:00.000,2018-12-26 00:00:00.000,"Standard Class","DK-13150","David Kendrick","Corporate","United States","New York City","New York","10009","East","OFF-BI-10001524","Office Supplies","Binders",50.352,"Gbc","Gbc Premium Transparent Covers With Diagonal Lined Pattern",6
6527,"CA-2017-129308",2017-07-07 00:00:00.000,2017-07-13 00:00:00.000,"Standard Class","CC-12100","Chad Cunningham","Home Office","United States","Philadelphia","Pennsylvania","19120","East","OFF-BI-10001308","Office Supplies","Binders",9.42,"Gbc","Gbc Standard Plastic Binding Systems' Combs",6
6535,"CA-2015-128209",2015-11-17 00:00:00.000,2015-11-22 00:00:00.000,"Standard Class","GT-14710","Greg Tran","Consumer","United States","Buffalo","New York","14215","East","OFF-BI-10001359","Office Supplies","Binders",2152.776,"Gbc","Gbc Docubind Tl300 Electric Binding System",5
6739,"CA-2017-123358",2017-04-10 00:00:00.000,2017-04-17 00:00:00.000,"Standard Class","BT-11680","Brian Thompson","Consumer","United States","San Francisco","California","94122","West","OFF-BI-10000069","Office Supplies","Binders",48.032,"Gbc","Gbc Prepunched Paper, 19-Hole",7
6898,"CA-2018-122028",2018-08-18 00:00:00.000,2018-08-25 00:00:00.000,"Standard Class","CK-12205","Chloris Kastensmidt","Consumer","United States","Lakewood","Ohio","44107","East","OFF-BI-10004817","Office Supplies","Binders",10.782,"Gbc","Gbc Personal Velobind Strips",7
7041,"CA-2018-103443",2018-12-17 00:00:00.000,2018-12-23 00:00:00.000,"Standard Class","AT-10735","Annie Thurman","Consumer","United States","New York City","New York","10009","East","OFF-BI-10001617","Office Supplies","Binders",24.816,"Gbc","Gbc Wire Binding Combs",6
7121,"US-2015-147774",2015-01-20 00:00:00.000,2015-01-26 00:00:00.000,"Standard Class","MM-18280","Muhammed MacIntyre","Corporate","United States","Smyrna","Tennessee","37167","South","OFF-BI-10003091","Office Supplies","Binders",67.194,"Gbc","Gbc Docubind Tl200 Manual Binding Machine",6
7327,"US-2018-128447",2018-11-10 00:00:00.000,2018-11-17 00:00:00.000,"Standard Class","MC-17845","Michael Chen","Consumer","United States","Pasco","Washington","99301","West","OFF-BI-10001543","Office Supplies","Binders",28.792,"Gbc","Gbc Velobinder Manual Binding System",7
7350,"CA-2018-142125",2018-10-21 00:00:00.000,2018-10-27 00:00:00.000,"Standard Class","JB-15400","Jennifer Braxton","Corporate","United States","Milwaukee","Wisconsin","53209","Central","OFF-BI-10000301","Office Supplies","Binders",38.82,"Gbc","Gbc Instant Report Kit",6
7366,"CA-2017-127243",2017-11-28 00:00:00.000,2017-12-04 00:00:00.000,"Standard Class","DS-13180","David Smith","Corporate","United States","Philadelphia","Pennsylvania","19140","East","OFF-BI-10003166","Office Supplies","Binders",6.888,"Gbc","Gbc Plasticlear Binding Covers",6
7376,"CA-2018-100580",2018-08-13 00:00:00.000,2018-08-20 00:00:00.000,"Standard Class","MK-17905","Michael Kennedy","Corporate","United States","San Diego","California","92037","West","OFF-BI-10000069","Office Supplies","Binders",36.024,"Gbc","Gbc Prepunched Paper, 19-Hole",7
7506,"US-2018-106579",2018-06-08 00:00:00.000,2018-06-13 00:00:00.000,"Standard Class","BW-11200","Ben Wallace","Consumer","United States","Skokie","Illinois","60076","Central","OFF-BI-10000309","Office Supplies","Binders",12.176,"Gbc","Gbc Twin Loop Wire Binding Elements",5
7548,"CA-2015-103492",2015-10-10 00:00:00.000,2015-10-15 00:00:00.000,"Standard Class","CM-12715","Craig Molinari","Corporate","United States","Huntsville","Texas","77340","Central","OFF-BI-10004817","Office Supplies","Binders",11.98,"Gbc","Gbc Personal Velobind Strips",5
7558,"CA-2018-159506",2018-11-27 00:00:00.000,2018-12-02 00:00:00.000,"Standard Class","JR-16210","Justin Ritter","Corporate","United States","Columbus","Indiana","47201","Central","OFF-BI-10004519","Office Supplies","Binders",497.94,"Gbc","Gbc Docubind P100 Manual Binding Machine",5
7772,"CA-2017-108196",2017-11-25 00:00:00.000,2017-12-02 00:00:00.000,"Standard Class","CS-12505","Cindy Stewart","Consumer","United States","Lancaster","Ohio","43130","East","OFF-BI-10000545","Office Supplies","Binders",456.588,"Gbc","Gbc Ibimaster 500 Manual Proclick Binding System",7
7832,"CA-2016-137302",2016-04-26 00:00:00.000,2016-05-01 00:00:00.000,"Standard Class","BW-11110","Bart Watters","Corporate","United States","San Diego","California","92105","West","OFF-BI-10001524","Office Supplies","Binders",50.352,"Gbc","Gbc Premium Transparent Covers With Diagonal Lined Pattern",5
7899,"CA-2018-128363",2018-08-13 00:00:00.000,2018-08-18 00:00:00.000,"Standard Class","DC-12850","Dan Campbell","Consumer","United States","Memphis","Tennessee","38109","South","OFF-BI-10001359","Office Supplies","Binders",1614.582,"Gbc","Gbc Docubind Tl300 Electric Binding System",5
7940,"CA-2018-166093",2018-08-17 00:00:00.000,2018-08-24 00:00:00.000,"Standard Class","RW-19540","Rick Wilson","Corporate","United States","Brentwood","California","94513","West","OFF-BI-10004230","Office Supplies","Binders",221.056,"Gbc","Gbc Recycled Grain Textured Covers",7
8054,"CA-2018-152205",2018-09-28 00:00:00.000,2018-10-05 00:00:00.000,"Standard Class","SF-20965","Sylvia Foulston","Corporate","United States","Philadelphia","Pennsylvania","19134","East","OFF-BI-10004094","Office Supplies","Binders",2.655,"Gbc","Gbc Standard Plastic Binding Systems Combs",7
8058,"CA-2016-121188",2016-08-28 00:00:00.000,2016-09-04 00:00:00.000,"Standard Class","CB-12025","Cassandra Brandow","Consumer","United States","Los Angeles","California","90049","West","OFF-BI-10001617","Office Supplies","Binders",41.36,"Gbc","Gbc Wire Binding Combs",7
8078,"CA-2016-106187",2016-06-23 00:00:00.000,2016-06-29 00:00:00.000,"Standard Class","RF-19345","Randy Ferguson","Corporate","United States","East Point","Georgia","30344","South","OFF-BI-10004519","Office Supplies","Binders",165.98,"Gbc","Gbc Docubind P100 Manual Binding Machine",6
8080,"US-2017-164945",2017-11-22 00:00:00.000,2017-11-27 00:00:00.000,"Standard Class","CA-12055","Cathy Armstrong","Home Office","United States","New York City","New York","10009","East","OFF-BI-10001524","Office Supplies","Binders",134.272,"Gbc","Gbc Premium Transparent Covers With Diagonal Lined Pattern",5
8410,"CA-2016-134082",2016-12-11 00:00:00.000,2016-12-17 00:00:00.000,"Standard Class","JK-15640","Jim Kriz","Home Office","United States","San Bernardino","California","92404","West","OFF-BI-10004230","Office Supplies","Binders",110.528,"Gbc","Gbc Recycled Grain Textured Covers",6
8748,"CA-2018-128076",2018-02-02 00:00:00.000,2018-02-07 00:00:00.000,"Standard Class","BO-11350","Bill Overfelt","Corporate","United States","San Diego","California","92105","West","OFF-BI-10003638","Office Supplies","Binders",30.96,"Gbc","Gbc Durable Plastic Covers",5
8808,"US-2018-110646",2018-10-26 00:00:00.000,2018-10-31 00:00:00.000,"Standard Class","JF-15190","Jamie Frazer","Consumer","United States","Philadelphia","Pennsylvania","19134","East","OFF-BI-10004330","Office Supplies","Binders",33.282,"Gbc","Gbc Velobind Prepunched Cover Sets",5
8833,"CA-2016-153423",2016-06-22 00:00:00.000,2016-06-27 00:00:00.000,"Standard Class","SW-20455","Shaun Weien","Consumer","United States","Rochester","New York","14609","East","OFF-BI-10000545","Office Supplies","Binders",1217.568,"Gbc","Gbc Ibimaster 500 Manual Proclick Binding System",5
8856,"CA-2018-163671",2018-12-24 00:00:00.000,2018-12-30 00:00:00.000,"Standard Class","DP-13105","Dave Poirier","Corporate","United States","Meridian","Idaho","83642","West","OFF-BI-10001679","Office Supplies","Binders",21.312,"Gbc","Gbc Instant Index System For Binding Systems",6
9017,"CA-2017-131639",2017-12-17 00:00:00.000,2017-12-23 00:00:00.000,"Standard Class","NS-18640","Noel Staavos","Corporate","United States","Carlsbad","New Mexico","88220","West","OFF-BI-10000948","Office Supplies","Binders",11.416,"Gbc","Gbc Laser Imprintable Binding System Covers",6
9034,"CA-2015-152268",2015-09-02 00:00:00.000,2015-09-07 00:00:00.000,"Standard Class","SC-20095","Sanjit Chand","Consumer","United States","Fayetteville","Arkansas","72701","South","OFF-BI-10001359","Office Supplies","Binders",1793.98,"Gbc","Gbc Docubind Tl300 Electric Binding System",5
9193,"CA-2016-141810",2016-11-02 00:00:00.000,2016-11-07 00:00:00.000,"Standard Class","BB-10990","Barry Blumstein","Corporate","United States","San Antonio","Texas","78207","Central","OFF-BI-10001524","Office Supplies","Binders",29.372,"Gbc","Gbc Premium Transparent Covers With Diagonal Lined Pattern",5
9271,"US-2018-102183",2018-08-21 00:00:00.000,2018-08-28 00:00:00.000,"Standard Class","PK-19075","Pete Kriz","Consumer","United States","New York City","New York","10035","East","OFF-BI-10001359","Office Supplies","Binders",4305.552,"Gbc","Gbc Docubind Tl300 Electric Binding System",7
9287,"CA-2018-154011",2018-06-19 00:00:00.000,2018-06-26 00:00:00.000,"Standard Class","DB-13270","Deborah Brumfield","Home Office","United States","Dallas","Texas","75081","Central","OFF-BI-10003166","Office Supplies","Binders",6.888,"Gbc","Gbc Plasticlear Binding Covers",7
9453,"CA-2016-129546",2016-09-28 00:00:00.000,2016-10-05 00:00:00.000,"Standard Class","RP-19855","Roy Phan","Corporate","United States","Los Angeles","California","90032","West","OFF-BI-10004001","Office Supplies","Binders",81.792,"Gbc","Gbc Recycled Velobinder Covers",7
9647,"US-2018-107979",2018-06-08 00:00:00.000,2018-06-13 00:00:00.000,"Standard Class","FO-14305","Frank Olsen","Consumer","United States","Glendale","Arizona","85301","West","OFF-BI-10000778","Office Supplies","Binders",72.588,"Gbc","Gbc Velobinder Electric Binding Machine",5
9688,"US-2018-130603",2018-09-30 00:00:00.000,2018-10-06 00:00:00.000,"Standard Class","SC-20050","Sample Company A","Home Office","United States","Arlington","Texas","76017","Central","OFF-BI-10000301","Office Supplies","Binders",11.646,"Gbc","Gbc Instant Report Kit",6
9716,"CA-2017-116379",2017-11-07 00:00:00.000,2017-11-12 00:00:00.000,"Standard Class","LD-17005","Lisa DeCherney","Consumer","United States","San Francisco","California","94122","West","OFF-BI-10001543","Office Supplies","Binders",57.584,"Gbc","Gbc Velobinder Manual Binding System",5
9730,"CA-2015-111962",2015-09-29 00:00:00.000,2015-10-04 00:00:00.000,"Standard Class","EB-14170","Evan Bailliet","Consumer","United States","Seattle","Washington","98115","West","OFF-BI-10001308","Office Supplies","Binders",10.048,"Gbc","Gbc Standard Plastic Binding Systems' Combs",5
9735,"CA-2015-114321",2015-08-20 00:00:00.000,2015-08-25 00:00:00.000,"Standard Class","NC-18535","Nick Crebassa","Corporate","United States","Hampton","Virginia","23666","South","OFF-BI-10001359","Office Supplies","Binders",896.99,"Gbc","Gbc Docubind Tl300 Electric Binding System",5
9768,"CA-2018-102659",2018-12-09 00:00:00.000,2018-12-15 00:00:00.000,"Standard Class","LW-17215","Luke Weiss","Consumer","United States","Grand Rapids","Michigan","49505","Central","OFF-BI-10000088","Office Supplies","Binders",54.9,"Gbc","Gbc Imprintable Covers",6
151,"CA-2017-114489",2017-12-05 00:00:00.000,2017-12-09 00:00:00.000,"Standard Class","JE-16165","Justin Ellison","Corporate","United States","Franklin","Wisconsin","53132","Central","OFF-BI-10002735","Office Supplies","Binders",171.55,"Gbc","Gbc Prestige Therm-A-Bind Covers",4
231,"US-2015-156216",2015-09-13 00:00:00.000,2015-09-17 00:00:00.000,"Standard Class","EA-14035","Erin Ashbrook","Corporate","United States","Charlotte","North Carolina","28205","South","OFF-BI-10001679","Office Supplies","Binders",18.648,"Gbc","Gbc Instant Index System For Binding Systems",4
606,"CA-2015-149958",2015-03-15 00:00:00.000,2015-03-19 00:00:00.000,"Standard Class","AS-10240","Alan Shonely","Consumer","United States","Tampa","Florida","33614","South","OFF-BI-10001543","Office Supplies","Binders",43.188,"Gbc","Gbc Velobinder Manual Binding System",4
742,"CA-2015-112326",2015-01-04 00:00:00.000,2015-01-08 00:00:00.000,"Standard Class","PO-19195","Phillina Ober","Home Office","United States","Naperville","Illinois","60540","Central","OFF-BI-10004094","Office Supplies","Binders",3.54,"Gbc","Gbc Standard Plastic Binding Systems Combs",4
750,"CA-2018-126074",2018-10-02 00:00:00.000,2018-10-06 00:00:00.000,"Standard Class","RF-19735","Roland Fjeld","Consumer","United States","Trenton","Michigan","48183","Central","OFF-BI-10003638","Office Supplies","Binders",58.05,"Gbc","Gbc Durable Plastic Covers",4
789,"CA-2016-115938",2016-06-26 00:00:00.000,2016-06-30 00:00:00.000,"Standard Class","SA-20830","Sue Ann Reed","Consumer","United States","Richmond","Virginia","23223","South","OFF-BI-10001543","Office Supplies","Binders",143.96,"Gbc","Gbc Velobinder Manual Binding System",4
821,"CA-2015-140858",2015-06-28 00:00:00.000,2015-07-02 00:00:00.000,"Standard Class","CA-12775","Cynthia Arntzen","Consumer","United States","Philadelphia","Pennsylvania","19140","East","OFF-BI-10004230","Office Supplies","Binders",31.086,"Gbc","Gbc Recycled Grain Textured Covers",4
1056,"CA-2016-110667",2016-04-04 00:00:00.000,2016-04-08 00:00:00.000,"Standard Class","NF-18595","Nicole Fjeld","Home Office","United States","New York City","New York","10009","East","OFF-BI-10002735","Office Supplies","Binders",82.344,"Gbc","Gbc Prestige Therm-A-Bind Covers",4
1070,"US-2016-150161",2016-07-25 00:00:00.000,2016-07-29 00:00:00.000,"Standard Class","RB-19795","Ross Baird","Home Office","United States","Philadelphia","Pennsylvania","19143","East","OFF-BI-10001524","Office Supplies","Binders",25.176,"Gbc","Gbc Premium Transparent Covers With Diagonal Lined Pattern",4
1174,"US-2016-104430",2016-10-22 00:00:00.000,2016-10-26 00:00:00.000,"Standard Class","LT-17110","Liz Thompson","Consumer","United States","Bloomington","Illinois","61701","Central","OFF-BI-10000301","Office Supplies","Binders",5.176,"Gbc","Gbc Instant Report Kit",4
1200,"CA-2017-130946",2017-04-08 00:00:00.000,2017-04-12 00:00:00.000,"Standard Class","ZC-21910","Zuschuss Carroll","Consumer","United States","Houston","Texas","77041","Central","OFF-BI-10004995","Office Supplies","Binders",1088.792,"Gbc","Gbc Docubind P400 Electric Binding System",4
1215,"US-2018-118087",2018-09-09 00:00:00.000,2018-09-13 00:00:00.000,"Standard Class","SP-20620","Stefania Perrino","Corporate","United States","Philadelphia","Pennsylvania","19134","East","OFF-BI-10000069","Office Supplies","Binders",4.503,"Gbc","Gbc Prepunched Paper, 19-Hole",4
1298,"CA-2018-115427",2018-12-30 00:00:00.000,2019-01-03 00:00:00.000,"Standard Class","EB-13975","Erica Bern","Corporate","United States","Fairfield","California","94533","West","OFF-BI-10004632","Office Supplies","Binders",20.72,"Gbc","Gbc Binding Covers",4
1421,"CA-2016-124800",2016-09-26 00:00:00.000,2016-09-30 00:00:00.000,"Standard Class","RW-19540","Rick Wilson","Corporate","United States","Mesa","Arizona","85204","West","OFF-BI-10000778","Office Supplies","Binders",72.588,"Gbc","Gbc Velobinder Electric Binding Machine",4
1544,"CA-2015-107181",2015-02-04 00:00:00.000,2015-02-08 00:00:00.000,"Standard Class","DB-13270","Deborah Brumfield","Home Office","United States","San Diego","California","92024","West","OFF-BI-10004230","Office Supplies","Binders",82.896,"Gbc","Gbc Recycled Grain Textured Covers",4
1548,"CA-2016-111395",2016-11-23 00:00:00.000,2016-11-27 00:00:00.000,"Standard Class","VB-21745","Victoria Brennan","Corporate","United States","San Antonio","Texas","78207","Central","OFF-BI-10002867","Office Supplies","Binders",23.912,"Gbc","Gbc Recycled Regency Composition Covers",4
1676,"CA-2016-143077",2016-09-17 00:00:00.000,2016-09-21 00:00:00.000,"Standard Class","SF-20965","Sylvia Foulston","Corporate","United States","Houston","Texas","77041","Central","OFF-BI-10000088","Office Supplies","Binders",6.588,"Gbc","Gbc Imprintable Covers",4
1706,"CA-2016-100545",2016-11-22 00:00:00.000,2016-11-26 00:00:00.000,"Standard Class","IM-15070","Irene Maddox","Consumer","United States","Philadelphia","Pennsylvania","19120","East","OFF-BI-10003638","Office Supplies","Binders",11.61,"Gbc","Gbc Durable Plastic Covers",4
1769,"US-2015-158057",2015-03-22 00:00:00.000,2015-03-26 00:00:00.000,"Standard Class","CC-12685","Craig Carroll","Consumer","United States","Greensboro","North Carolina","27405","South","OFF-BI-10002735","Office Supplies","Binders",51.465,"Gbc","Gbc Prestige Therm-A-Bind Covers",4
1908,"US-2017-150567",2017-05-17 00:00:00.000,2017-05-21 00:00:00.000,"Standard Class","RP-19855","Roy Phan","Corporate","United States","Apopka","Florida","32712","South","OFF-BI-10000069","Office Supplies","Binders",27.018,"Gbc","Gbc Prepunched Paper, 19-Hole",4
1938,"CA-2017-112109",2017-07-08 00:00:00.000,2017-07-12 00:00:00.000,"Standard Class","JE-15715","Joe Elijah","Consumer","United States","Broomfield","Colorado","80020","West","OFF-BI-10002082","Office Supplies","Binders",19.968,"Gbc","Gbc Twin Loop Wire Binding Elements",4
2017,"CA-2016-113110",2016-03-19 00:00:00.000,2016-03-23 00:00:00.000,"Standard Class","BK-11260","Berenike Kampe","Consumer","United States","San Bernardino","California","92404","West","OFF-BI-10000088","Office Supplies","Binders",17.568,"Gbc","Gbc Imprintable Covers",4
2091,"CA-2018-166142",2018-07-15 00:00:00.000,2018-07-19 00:00:00.000,"Standard Class","MM-17260","Magdelene Morse","Consumer","United States","Wilmington","Delaware","19805","East","OFF-BI-10004094","Office Supplies","Binders",26.55,"Gbc","Gbc Standard Plastic Binding Systems Combs",4
2147,"US-2017-152051",2017-06-25 00:00:00.000,2017-06-29 00:00:00.000,"Standard Class","TS-21160","Theresa Swint","Corporate","United States","York","Pennsylvania","17403","East","OFF-BI-10004781","Office Supplies","Binders",38.088,"Gbc","Gbc Wire Binding Strips",4
2154,"CA-2017-117282",2017-07-14 00:00:00.000,2017-07-18 00:00:00.000,"Standard Class","DR-12880","Dan Reichenbach","Corporate","United States","New York City","New York","10009","East","OFF-BI-10004094","Office Supplies","Binders",14.16,"Gbc","Gbc Standard Plastic Binding Systems Combs",4
2180,"CA-2017-128818",2017-05-07 00:00:00.000,2017-05-11 00:00:00.000,"Standard Class","CJ-12010","Caroline Jumper","Consumer","United States","New York City","New York","10009","East","OFF-BI-10000309","Office Supplies","Binders",85.232,"Gbc","Gbc Twin Loop Wire Binding Elements",4
2553,"CA-2018-101042",2018-11-19 00:00:00.000,2018-11-23 00:00:00.000,"Standard Class","AB-10105","Adrian Barton","Consumer","United States","Henderson","Kentucky","42420","South","OFF-BI-10000088","Office Supplies","Binders",21.96,"Gbc","Gbc Imprintable Covers",4
2725,"CA-2015-153479",2015-10-04 00:00:00.000,2015-10-08 00:00:00.000,"Standard Class","DF-13135","David Flashing","Consumer","United States","Vallejo","California","94591","West","OFF-BI-10002867","Office Supplies","Binders",95.648,"Gbc","Gbc Recycled Regency Composition Covers",4
2883,"CA-2015-165540",2015-02-21 00:00:00.000,2015-02-25 00:00:00.000,"Standard Class","TM-21010","Tamara Manning","Consumer","United States","Woodstock","Illinois","60098","Central","OFF-BI-10004094","Office Supplies","Binders",8.85,"Gbc","Gbc Standard Plastic Binding Systems Combs",4
3002,"CA-2015-138317",2015-06-21 00:00:00.000,2015-06-25 00:00:00.000,"Standard Class","NW-18400","Natalie Webber","Consumer","United States","Philadelphia","Pennsylvania","19120","East","OFF-BI-10000069","Office Supplies","Binders",9.006,"Gbc","Gbc Prepunched Paper, 19-Hole",4
3325,"CA-2015-165309",2015-11-11 00:00:00.000,2015-11-15 00:00:00.000,"Standard Class","KD-16270","Karen Daniels","Consumer","United States","Houston","Texas","77095","Central","OFF-BI-10001359","Office Supplies","Binders",896.99,"Gbc","Gbc Docubind Tl300 Electric Binding System",4
3379,"CA-2018-142867",2018-03-17 00:00:00.000,2018-03-21 00:00:00.000,"Standard Class","PO-19180","Philisse Overcash","Home Office","United States","Houston","Texas","77095","Central","OFF-BI-10003166","Office Supplies","Binders",13.776,"Gbc","Gbc Plasticlear Binding Covers",4
3434,"CA-2018-131212",2018-12-05 00:00:00.000,2018-12-09 00:00:00.000,"Standard Class","AB-10165","Alan Barnes","Consumer","United States","Bellevue","Washington","98006","West","OFF-BI-10001617","Office Supplies","Binders",24.816,"Gbc","Gbc Wire Binding Combs",4
3642,"CA-2017-145177",2017-11-10 00:00:00.000,2017-11-14 00:00:00.000,"Standard Class","PP-18955","Paul Prost","Home Office","United States","Springfield","Ohio","45503","East","OFF-BI-10002082","Office Supplies","Binders",69.888,"Gbc","Gbc Twin Loop Wire Binding Elements",4
3886,"US-2018-127341",2018-01-29 00:00:00.000,2018-02-02 00:00:00.000,"Standard Class","CK-12595","Clytie Kelty","Consumer","United States","Chicago","Illinois","60653","Central","OFF-BI-10001072","Office Supplies","Binders",12.128,"Gbc","Gbc Clear Cover, 8-1/2 X",4
3928,"CA-2015-103940",2015-09-17 00:00:00.000,2015-09-21 00:00:00.000,"Standard Class","BN-11515","Bradley Nguyen","Consumer","United States","Seattle","Washington","98103","West","OFF-BI-10002735","Office Supplies","Binders",137.24,"Gbc","Gbc Prestige Therm-A-Bind Covers",4
3958,"CA-2017-156573",2017-05-29 00:00:00.000,2017-06-02 00:00:00.000,"Standard Class","RB-19360","Raymond Buch","Consumer","United States","Nashville","Tennessee","37211","South","OFF-BI-10002414","Office Supplies","Binders",11.277,"Gbc","Gbc Proclick Spines For 32-Hole Punch",4
3976,"CA-2017-167556",2017-03-29 00:00:00.000,2017-04-02 00:00:00.000,"Standard Class","JM-15250","Janet Martin","Consumer","United States","New York City","New York","10009","East","OFF-BI-10000320","Office Supplies","Binders",41.328,"Gbc","Gbc Plastic Binding Combs",4
